,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
84,Come Away,2020,PG,13 Nov 2020,94 min,"Adventure, Drama, Fantasy",Brenda Chapman,Marissa Kate Goodhill,"Gugu Mbatha-Raw, Carter Thomas, Ava Fillery","Eight-year-old Alice (Keira Chansa), her mischievous brother Peter (Jordan A. Nash) and their brilliant older sibling David (Reece Yates) let their imaginations run wild one blissful summer in the English countryside. Encouraged by their parents Jack and Rose (David Oyelowo and Angelina Jolie), the kids' make-believe tea parties, sword fights and pirate ship adventures come to an abrupt end when tragedy strikes. Peter, eager to prove himself a hero to his grief-stricken and financially-struggling parents, journeys with Alice to London, where they try to sell a treasured heirloom to the sinister pawnshop owner known as C.J. (David Gyasi). Returning home, Alice seeks temporary refuge in a wondrous rabbit hole while Peter permanently escapes reality by entering a magical realm as leader of the ""Lost Boys.""",English,United Kingdom,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYTU1MDIzZjUtNWRiOC00MjAxLWIwMWItYjFlOThlN2I0M2Q4XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.8,"4,345",tt5714470,movie,11 Nov 2020,"$184,477",N/A,N/A,True,
85,Jingle Jangle: A Christmas Journey,2020,PG,13 Nov 2020,122 min,"Family, Fantasy, Musical",David E. Talbert,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville","In the gloriously vibrant town of Cobbleton, legendary toymaker Jeronicus Jangle's (Forest Whitaker) fanciful inventions burst with whimsy and wonder. But when his trusted apprentice (Keegan-Michael Key) steals his most prized creation, it's up to his equally bright and inventive granddaughter (Madalen Mills) - and a long-forgotten invention - to heal old wounds and reawaken the magic within.",English,United States,4 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMjU1MGEzMTUtNjg4ZC00MjgzLTkxODYtZGU4MGJkMDU0NzA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.5,"16,499",tt7736496,movie,13 Nov 2020,N/A,N/A,N/A,True,
86,Fireball: Visitors from Darker Worlds,2020,TV-PG,13 Nov 2020,97 min,Documentary,"Werner Herzog, Clive Oppenheimer",Werner Herzog,"Werner Herzog, Clive Oppenheimer, Simon Schaffer",A new documentary from Werner Herzog about meteors and comets and their influence on ancient religions and other cultural and physical impacts they've had on Earth.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNDQxMTZjNTMtMGI1OC00MWU1LTgzMDEtZjNlY2RhMWJmNzRlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"2,503",tt9203832,movie,13 Nov 2020,N/A,N/A,N/A,True,
87,Ammonite,2020,R,13 Nov 2020,120 min,"Biography, Drama, History",Francis Lee,Francis Lee,"Kate Winslet, Saoirse Ronan, Gemma Jones","In 1840s England, acclaimed but overlooked fossil hunter Mary Anning (Kate Winslet) works alone on the rugged Southern coastline. With the days of her famed discoveries behind her, she now searches for common fossils to sell to tourists to support herself and her ailing mother. When a wealthy visitor entrusts Mary with the care of his wife Charlotte Murchison (Saoirse Ronan), she cannot afford to turn his offer down. Proud and relentlessly passionate about her work, Mary initially clashes with her unwelcome guest, but despite the distance between their social class and personalities, an intense bond begins to develop, compelling the two women to determine the true nature of their relationship.","English, French","United Kingdom, Australia, United States",3 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BZmM3ZGZlMWUtMjY1OS00NjBkLWE4MjQtODJkMmQ1MzdjYzhkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.5,"14,101",tt7983894,movie,04 Dec 2020,"$160,930",N/A,N/A,True,
88,The Climb,2019,R,13 Nov 2020,98 min,"Comedy, Drama",Michael Angelo Covino,"Michael Angelo Covino, Kyle Marvin","Kyle Marvin, Michael Angelo Covino, Gayle Rankin","Kyle and Mike are best friends who share a close bond - until Mike sleeps with Kyle's fiancée. The Climb is about a tumultuous but enduring relationship between two men across many years of laughter, heartbreak and rage. It is also the story of real-life best friends who turn their profound connection into a rich, humane and frequently uproarious film about the boundaries (or lack thereof) in all close friendships.","English, French",United States,3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZDczYjkxYzMtMGM2Yy00MDg0LWIwZGQtMjYwZWEzNDFmMzY5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.7,"4,171",tt8637440,movie,N/A,"$234,429","Adastra Films, Watch This Ready, Topic Studios",N/A,True,
89,Dreamland,2020,N/A,N/A,N/A,Short,Ryan Tian,Ryan Tian,Sarah Jack,"A young girl falls into her dreamland, where she encounters another self and adventures on an unusual journey.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTkxODM1ZDQtYWI0ZS00MzVkLWI2NzktODBhMDE5NjJmNzEwXkEyXkFqcGdeQXVyNjkxNzM3MzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14940586,movie,N/A,N/A,N/A,N/A,True,
90,Laura Pausini: Io sì (Seen) [From 'The Life Ahead' (La vita davanti a sé)],2020,N/A,30 Oct 2020,4 min,"Short, Music",N/A,N/A,Laura Pausini,N/A,Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BZWIyNDdmZmYtNWQ3Yy00MWVmLWFiMjktNjNiMjhlOGJlZGUxXkEyXkFqcGdeQXVyNDY2MTk1Ng@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13463216,movie,N/A,N/A,N/A,N/A,True,
91,Wolfwalkers,2020,PG,13 Nov 2020,103 min,"Animation, Adventure, Family","Tomm Moore, Ross Stewart","Will Collins, Tomm Moore, Ross Stewart","Honor Kneafsey, Eva Whittaker, Sean Bean","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter, ROBYN, comes to Ireland with her father to wipe out the last pack. But when Robyn saves a wild native girl, MEBH, their friendship leads her to discover the world of the WOLFWALKERS.",English,"Ireland, United Kingdom, Luxembourg, France",Nominated for 1 Oscar. 29 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BNTA4MWQ4NGUtOGQ0MS00M2QyLWE5MDItZWM2YzA0ZDgxZTA2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.0,"26,815",tt5198068,movie,11 Dec 2020,N/A,N/A,N/A,True,
92,Monsoon,2019,Not Rated,13 Nov 2020,85 min,"Drama, History, Romance",Hong Khaou,Hong Khaou,"Henry Golding, William Do, David Tran","Kit's family fled Ho Chi Minh City (Saigon), Vietnam when he was 6 years old to escape the aftermath of the Vietnam-American war. More than 30 years later, he returns for the first time since, to repatriate his mother's ashes, where he also meets Lee, an estranged second cousin, Linh, a Vietnamese student, and Lewis, a gay American clothing designer. He arranges an online date with Lewis, which turns into something more. Struggling to rediscover the country he never knew, he is able to discover friendship, love, and happiness on his journey.","English, Vietnamese, French","United Kingdom, Hong Kong",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BYTBhM2Q1NmMtYWFkMi00ZjA2LTlmNzYtYWNhN2JiYzlhYmVhXkEyXkFqcGdeQXVyMjcxNzQ4MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.0,"1,830",tt8090564,movie,18 Sep 2018,N/A,N/A,N/A,True,
93,Let's Glow - Die Make-Up Challenge,2020–,N/A,17 Feb 2020,44 min,"Game-Show, Reality-TV",N/A,N/A,"Boris Entrup, Susanne Krammer, Alicja Lisiak",N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt11744164,series,,,,,True,N/A
94,Freaky,2020,R,13 Nov 2020,102 min,"Comedy, Horror, Thriller",Christopher Landon,"Michael Kennedy, Christopher Landon","Vince Vaughn, Kathryn Newton, Celeste O'Connor","Seventeen-year-old Millie Kessler spends her days trying to survive high school and the cruel actions of the popular crowd. But when she becomes the latest target of the Butcher, the town's infamous serial killer, her senior year becomes the least of her worries. When the Butcher's mystical dagger causes him and Millie to magically switch bodies, the frightened teen learns she has just 24 hours to get her identity back before she looks like a middle-aged maniac forever.",English,"United States, Canada",1 win & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTRkYmJlY2ItNmFlZi00OWVhLTg1ZTctOGE0MjM5ZGMwMmY4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.4,"47,423",tt10919380,movie,04 Dec 2020,"$9,030,855",N/A,N/A,True,
95,I Am Greta,2020,TV-14,13 Nov 2020,97 min,"Documentary, Biography",Nathan Grossman,"Hanna Lejonqvist, Per K. Kirkegaard, Olof Berglind","Greta Thunberg, Svante Thunberg, Niclas Svenningsen","In August of 2018, Greta Thunberg, a 15-year-old student in Sweden starts a school strike for the climate. Her question for adults: if you don't care about her future on earth, why should she care about her future in school? Within months, her strike evolves into a global movement. Greta, a quiet Northern-European girl on the autism spectrum is now a world famous activist. The team behind Greta has been following the young activist from her very first day of school striking.","English, Swedish","Sweden, United States, Germany, United Kingdom",9 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMjVjMzcyZDktNzFhOC00NTY2LTkxMjAtMjJkN2U3ZWZkMzUwXkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.8,"7,492",tt10394738,movie,13 Nov 2020,N/A,N/A,N/A,True,
96,Fatman,2020,R,24 Nov 2020,100 min,"Action, Comedy, Fantasy","Eshom Nelms, Ian Nelms","Ian Nelms, Eshom Nelms","Mel Gibson, Walton Goggins, Marianne Jean-Baptiste","A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",English,"United Kingdom, Canada, United States",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZjk1NDc4OTEtY2M3OS00M2E3LTk4YTgtYjczMzI1OWQ1ODVlXkEyXkFqcGdeQXVyNzA0OTM3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.9,"20,158",tt10310140,movie,24 Nov 2020,"$278,378",N/A,N/A,True,
97,Coded Bias,2020,TV-MA,11 Nov 2020,86 min,Documentary,Shalini Kantayya,"Shalini Kantayya, Christopher Seward","Joy Buolamwini, Meredith Broussard, Cathy O'Neil","When MIT Media Lab researcher Joy Buolamwini discovers that facial recognition does not see dark-skinned faces accurately, she embarks on a journey to push for the first-ever U.S. legislation against bias in algorithms that impact us all.",English,"United States, China, United Kingdom",3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNWRlNWViNDEtZTZlMS00YmY5LThjZjctZjdiNDRlMjZlMzY3XkEyXkFqcGdeQXVyODQyNjk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"2,010",tt11394170,movie,N/A,"$10,236",N/A,N/A,True,
98,Unlimited Free Time,2020–,N/A,09 Mar 2020,N/A,Talk-Show,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13975820,series,,,,,True,N/A
99,Transhood,2020,N/A,13 Nov 2020,96 min,Documentary,Sharon Liese,N/A,Avery Jackson,"Filmed over five years in Kansas City, this documentary follows four kids - beginning at ages 4, 7, 12, and 15 - as they redefine ""coming of age."" These kids and their families reveal intimate realities of how gender is re-shaping the family next door in a never-before-told chronicling of growing up transgender in the heartland. The film is a nuanced examination of how families tussle, transform, and sometimes find unexpected purpose in their identities as transgender families. Lighthearted and deeply moving, this story teaches us something new about being human.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNzdjODEyOWQtYjgyYy00YTIxLWEzNjQtMzBmZWFjOWJjZDE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,5.2,976,tt11447806,movie,12 Nov 2020,N/A,N/A,N/A,True,
100,The Dark and the Wicked,2020,Not Rated,06 Nov 2020,95 min,Horror,Bryan Bertino,Bryan Bertino,"Marin Ireland, Michael Abbott Jr., Julie Oliver-Touchstone",The Dark and The Wicked follows two siblings who are summoned back to the family farm to await the inevitability of their father's death. What initially appears to be a timeless ritual of loss and remembrance turns out to be something very different.,English,United States,3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYjMzZDBkMWItMzM4MC00YzNmLTgzNzctMmUwOGYyZTA5MDZlXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.1,"13,777",tt10229558,movie,06 Nov 2020,"$157,252",N/A,N/A,True,
101,Let Him Go,2020,R,06 Nov 2020,113 min,"Crime, Drama, Thriller",Thomas Bezucha,"Thomas Bezucha, Larry Watson","Diane Lane, Kevin Costner, Kayli Carter","A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.","English, Ukrainian","United States, Canada",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNGNhN2I2NzEtMzFiMy00Y2IzLTk0OTctNjcxZmYwYjIyMzEzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"22,153",tt9340860,movie,24 Nov 2020,"$9,358,025",N/A,N/A,True,
102,Kindred,2020,Not Rated,06 Nov 2020,101 min,"Drama, Horror, Mystery",Joe Marcantonio,"Joe Marcantonio, Jason McColgan","Tamara Lawrance, Fiona Shaw, Jack Lowden","When her boyfriend dies suddenly in an accident, psychologically fragile mother-to-be Charlotte is taken in by his family - but they seem increasingly obsessed with her every move. Her suspicions grow and panic builds - but just how far will they go in their desire to control her and her unborn baby?",English,"United Kingdom, United Arab Emirates, Germany, Ireland",3 nominations,https://m.media-amazon.com/images/M/MV5BYTA2ZjIxNzctODYxNy00NTlmLTk4NTktYTNiN2YzNzliMjJkXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.1,"1,700",tt9742392,movie,06 Nov 2020,"$8,921",N/A,N/A,True,
103,Jungleland,2019,R,06 Nov 2020,90 min,Drama,Max Winkler,"Theodore Bressman, David Branson Smith, Max Winkler","Charlie Hunnam, Jack O'Connell, Naheem Garcia",Two brothers try to escape their circumstances by travelling across the country for a no holds barred boxing match that becomes a fight for their lives.,English,"United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BZmQ0ZGRhYWEtYzM2ZS00MjdlLWJhZWQtMWQwMThiN2E5YTQyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.2,"4,230",tt8710596,movie,10 Nov 2020,N/A,N/A,N/A,True,
104,Koko-di koko-da,2019,N/A,06 Nov 2020,89 min,"Drama, Fantasy, Horror",Johannes Nyholm,Johannes Nyholm,"Leif Edlund, Ylva Gallon, Katarina Jacobson","As a couple goes on a trip to find their way back to each other, a sideshow artist and his shady entourage emerge from the woods, terrorizing them, luring them deeper into a maelstrom of psychological terror and humiliating slapstick.","Swedish, Danish","Sweden, Denmark",5 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BZmQ3NWIwNGEtOWM3Zi00MDg4LWFmMTItZjFhM2Q2M2NhZWRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.9,"2,243",tt9355200,movie,08 Dec 2020,N/A,N/A,N/A,True,
105,The Informer,2019,R,30 Aug 2019,113 min,"Action, Crime, Drama",Andrea Di Stefano,"Matt Cook, Rowan Joffe, Andrea Di Stefano","Joel Kinnaman, Rosamund Pike, Common",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,"English, Polish, Spanish","United Kingdom, United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BOTlkNWZhZGQtNjIxNC00OWU5LTg5NjEtY2EyMDY2NmQ2NGRhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.6,"31,183",tt1833116,movie,06 Nov 2020,"$300,460",N/A,N/A,True,
106,Mortal,2020,R,06 Nov 2020,104 min,"Action, Adventure, Drama",André Øvredal,"André Øvredal, Norman Lesperance, Geoff Bussetil","Nat Wolff, Priyanka Bose, Iben Akerlie","MORTAL is a fantasy adventure origin story about a young man, Eric, who discovers he has God-like powers based on ancient Norwegian mythology. While hiding in the wilderness of western Norway, Eric accidentally kills a teenager in an inexplicable way and is subsequently arrested. Before being interrogated, he meets Christine, a young psychologist trying to figure out what really happened. She believes Eric and feels sympathy with him. Soon the American embassy shows up wanting Eric extradited, but he manages to flee with Christine. On the run, with both Norwegian and American authorities after him, Eric finally discovers who, or what, he really is.","Norwegian, English","Norway, United States, United Kingdom",2 nominations,https://m.media-amazon.com/images/M/MV5BYWU1MTM4OTktZTU4OS00ZWNiLTk0ZTYtOGM4Y2M3NTVhOGJlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,6.0,"8,002",tt5715066,movie,10 Nov 2020,N/A,N/A,N/A,True,
107,Operation Christmas Drop,2020,TV-G,05 Nov 2020,95 min,"Comedy, Family, Romance",Martin Wood,"Gregg Rossen, Brian Sawyer","Kat Graham, Alexander Ludwig, Trezzo Mahoro","Congressional aide Erica (Graham) forgoes family Christmas to travel at her boss's behest. At a beachside Air Force base, she clashes with Capt. Andrew Jantz (Ludwig), who knows her assignment is finding reasons to defund the facility.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZjM2MTNjNzAtMjU0Yy00MTNmLWFkMDctMWZmMjA0ODE0YTVhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.8,"10,221",tt13236566,movie,05 Nov 2020,N/A,N/A,N/A,True,
