,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
182,Je Suis Karl,,0,Ben Kenigsberg,"‘Je Suis Karl’ Review: Not Marx. The Opposite, In Fact.","This drama on Netflix tries to make a hard-hitting statement about youth and the far right in Europe, but it muddles basics of plausibility and structure.",2021-09-23,2021-09-23,2021-09-27 22:44:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/je-suis-karl-review-not-marx-the-opposite-in-fact.html', 'suggested_link_text': 'Read the New York Times Review of Je Suis Karl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/22/arts/karl1/karl1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
183,Birds of Paradise,R,0,Jeannette Catsoulis,‘Birds of Paradise’ Review: Dirty Dancing,"In this florid drama streaming on Amazon, two contestants for a prestigious dance award stop at nothing to prevail.",2021-09-23,2021-09-24,2021-09-23 16:54:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/birds-of-paradise-review.html', 'suggested_link_text': 'Read the New York Times Review of Birds of Paradise'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/22/arts/birds1/birds1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
184,Dear Evan Hansen,PG-13,0,Jeannette Catsoulis,‘Dear Evan Hansen’ Review: You’ve Got a Friend (Not),Ben Platt returns in the movie version of the Broadway hit about a lonely teenager who exploits a classmate’s tragedy.,2021-09-23,2021-09-24,2021-09-23 16:50:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/dear-evan-hansen-review.html', 'suggested_link_text': 'Read the New York Times Review of Dear Evan Hansen'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/23/arts/dear1/dear1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
185,My Little Pony: A New Generation,PG,0,Beatrice Loayza,‘My Little Pony: A New Generation’ Review: The Ponies Get Political,The latest entry in the children’s franchise pits an eclectic team of progressive ponies against a fear mongering demagogue and the prejudices of their communities at large,2021-09-23,2021-09-24,2021-09-23 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/my-little-pony-a-new-generation-review.html', 'suggested_link_text': 'Read the New York Times Review of My Little Pony: A New Generation'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/24/arts/mylittlepony1/mylittlepony1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
186,El Planeta,,0,Teo Bugbee,‘El Planeta’ Review: A Comedy of Austerity,"In this dry Spanish comedy, a mother and daughter commit to grifting as a full-time job.",2021-09-23,,2021-09-23 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/el-planeta-review.html', 'suggested_link_text': 'Read the New York Times Review of El Planeta'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/23/arts/23elplaneta-art/23elplaneta-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
187,The Most Beautiful Boy in the World,,0,Glenn Kenny,‘The Most Beautiful Boy in the World’ Review: A Cautionary Tale,"The 1971 film “Death in Venice” showcased the delicate androgyny of Bjorn Andresen’s face and form, but the changes it wrought on his life are indelible.",2021-09-23,,2021-09-23 11:05:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/most-beautiful-boy-in-the-world-review.html', 'suggested_link_text': 'Read the New York Times Review of The Most Beautiful Boy in the World'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/24/arts/23most-beautiful-boy-pix/23most-beautiful-boy-pix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
188,East of the Mountains,,0,Lisa Kennedy,‘East of the Mountains’ Review: Heart Doctor Is a Lonely Hunter,Tom Skerritt delivers an unfaltering portrayal of a cardiologist who is ailing and grieving.,2021-09-23,,2021-09-23 11:06:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/east-of-the-mountains-review.html', 'suggested_link_text': 'Read the New York Times Review of East of the Mountains'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/23/arts/23east-art/23east-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
189,The Starling,PG-13,0,Ben Kenigsberg,‘The Starling’ Review: For the Birds,"Melissa McCarthy stars in this film on Netflix that takes shortcuts, at nearly every turn, in portraying the messiness of acceptance.",2021-09-23,2021-09-24,2021-09-23 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/23/movies/the-starling-review-for-the-birds.html', 'suggested_link_text': 'Read the New York Times Review of The Starling'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/21/arts/starling1/starling1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
190,The Village Detective: a song cycle,,1,Glenn Kenny,‘The Village Detective: A Song Cycle’ Review: Soviet Film Hero Emerges,"Bill Morrison, the poet laureate of lost films, turns the story of footage found near Iceland into a history of a slice of Soviet cinema.",2021-09-22,,2021-09-22 22:17:53,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/22/movies/the-village-detective-a-song-cycle-review.html', 'suggested_link_text': 'Read the New York Times Review of The Village Detective: a song cycle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/23/arts/23village-detective/23village-detective-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
191,Intrusion,,0,Calum Marsh,‘Intrusion’ Review: We’re All Trying to Find the Guy Who Did This,This domestic thriller from Netflix is painfully dumb and laughably obvious.,2021-09-22,2021-09-22,2021-09-22 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/22/movies/intrusion-review.html', 'suggested_link_text': 'Read the New York Times Review of Intrusion'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/25/arts/intrusion1/intrusion1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
192,Everybody's Talking About Jamie,PG-13,0,Elisabeth Vincentelli,‘Everybody’s Talking About Jamie’ Review: Drag Queen Dreams,"Despite its clichés, this musical about an aspiring teenage drag queen is a charmer.",2021-09-17,2021-09-17,2021-09-17 17:01:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/17/movies/everybodys-talking-about-jamie-review.html', 'suggested_link_text': ""Read the New York Times Review of Everybody's Talking About Jamie""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/18/arts/everybody1/merlin_194430906_13133b8b-b929-4fc5-84e4-2082fef37a1a-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
193,In Balanchine's Classroom,,1,Teo Bugbee,‘In Balanchine’s Classroom’ Review: Teaching the Ineffable,Former ballet dancers grasp at words to describe the genius of George Balanchine in this charming documentary.,2021-09-16,2021-09-17,2021-09-16 19:21:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/in-balanchines-classroom-review.html', 'suggested_link_text': ""Read the New York Times Review of In Balanchine's Classroom""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/16/arts/16balanchine1/16balanchine1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
194,Little Girl,,1,Beatrice Loayza,‘Little Girl’ Review: Growing Up and Seeking Peace,This sensitive documentary by the French filmmaker Sébastien Lifshitz naturalistically explores the struggles of a 7-year-old transgender girl.,2021-09-16,2021-09-17,2021-09-16 15:15:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/little-girl-review.html', 'suggested_link_text': 'Read the New York Times Review of Little Girl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/littlegirl1/littlegirl1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
195,Cry Macho,PG-13,1,A.O. Scott,"‘Cry Macho’ Review: The Good, the Bad and the Poultry","In his latest film, Clint Eastwood drives across Mexico with a troubled young man and a combative rooster.",2021-09-16,2021-09-17,2021-09-16 11:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/cry-macho-review.html', 'suggested_link_text': 'Read the New York Times Review of Cry Macho'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/00cry-macho-1/merlin_194393790_2241a787-0e13-4e29-858a-e0cc673f1f28-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
196,Wife of a Spy,,1,Glenn Kenny,‘Wife of a Spy’ Review: Trust or Fear in Love and War?,"In this latest work by Kiyoshi Kurosawa, a Japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",2021-09-16,2021-09-17,2021-09-16 11:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html', 'suggested_link_text': 'Read the New York Times Review of Wife of a Spy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/00wife-of-a-spy/00wife-of-a-spy-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
197,,,0,Glenn Kenny,‘Savior for Sale: Da Vinci’s Lost Masterpiece?’ Review: Doubling Down,The story of how an obscure painting that was sold for $450 million at Christie’s in 2017 is maybe too good not to tell twice.,2021-09-16,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/savior-for-sale-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/16/arts/16savior-for-sale/16savior-for-sale-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
198,Saint-Narcisse,Unrated,0,Teo Bugbee,‘Saint-Narcisse’ Review: A Classic Romance Between Twin Flames,"In this Bruce LaBruce melodrama, two twins, both alike in indecency, fall in love.",2021-09-16,,2021-09-16 16:25:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/saint-narcisse-review.html', 'suggested_link_text': 'Read the New York Times Review of Saint-Narcisse'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/saint2/saint2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
199,The Eyes of Tammy Faye,PG-13,0,A.O. Scott,‘The Eyes of Tammy Faye’ Review: Fall From Grace,Tammy Faye Bakker gets the celebrity biopic treatment in a new movie starring Jessica Chastain and Andrew Garfield.,2021-09-16,2021-09-17,2021-09-16 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/the-eyes-of-tammy-faye-review.html', 'suggested_link_text': 'Read the New York Times Review of The Eyes of Tammy Faye'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/00eyes-of-t-faye/merlin_194676654_d54479ef-b81f-4bc3-9fdc-1362ee2a76f8-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
200,My Name Is Pauli Murray,PG-13,0,Beatrice Loayza,‘My Name Is Pauli Murray’ Review: Ahead of the Times,The pioneering legal thinker influenced Ruth Bader Ginsburg. But this documentary by the filmmakers behind “RBG” misses the mark.,2021-09-16,2021-10-01,2021-09-16 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/my-name-is-pauli-murray-review.html', 'suggested_link_text': 'Read the New York Times Review of My Name Is Pauli Murray'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/16my-name-is-pauli1/merlin_194743311_68f64dc9-e4f7-49b7-9213-fc5a1d8beebb-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
201,The Nowhere Inn,,0,Ben Kenigsberg,"‘The Nowhere Inn’ Review: Personalities, Disordered","This meta exercise, starring and written by St. Vincent and Carrie Brownstein, proves its point by not having a point.",2021-09-16,2021-09-17,2021-09-16 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/the-nowhere-inn-review.html', 'suggested_link_text': 'Read the New York Times Review of The Nowhere Inn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/nowhere1/nowehere1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
202,Los Últimos Frikis,,0,Nicolas Rapold,‘Los Últimos Frikis’ Review: Keep On Rocking in Cuba,The hook of this documentary is the spectacle of a revolutionary government that can’t abide the rebellion of rock without bureaucratic oversight.,2021-09-16,,2021-09-16 15:06:34,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/los-ultimos-frikis-review.html', 'suggested_link_text': 'Read the New York Times Review of Los Últimos Frikis'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/16/arts/16los-ultimos/16los-ultimos-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
203,Prisoners of the Ghostland,,0,Jeannette Catsoulis,‘Prisoners of the Ghostland’ Review: Going Nuclear,"If the combination of Nicolas Cage and the director Sion Sono suggests a special kind of lunacy, this sunbaked samurai western more than delivers.",2021-09-16,2021-09-17,2021-09-16 11:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/prisoners-of-the-ghostland-review.html', 'suggested_link_text': 'Read the New York Times Review of Prisoners of the Ghostland'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/17/arts/prisoners1/prisoners1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
204,The Mad Women's Ball,,0,Lisa Kennedy,‘The Mad Women’s Ball’ Review: A Shock Within the System,The French actor-director Mélanie Laurent delivers a feminist melodrama about the abuses of a Paris hospital in the 19th century.,2021-09-16,2021-09-17,2021-09-17 19:11:09,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/the-mad-womens-ball-review.html', 'suggested_link_text': ""Read the New York Times Review of The Mad Women's Ball""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/mad1/mad1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
205,Blue Bayou,R,0,Jeannette Catsoulis,‘Blue Bayou’ Review: No Direction Home,Justin Chon’s immigration melodrama counters its soggy storytelling with deeply felt performances.,2021-09-16,2021-09-17,2021-09-16 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/blue-bayou-review-no-direction-home.html', 'suggested_link_text': 'Read the New York Times Review of Blue Bayou'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/bluebayou1/bluebayou1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
206,I Am Not Alone,,0,Ben Kenigsberg,‘I Am Not Alone’ Review: Looking Back on an Uprising,This documentary offers a play-by-play account of nonviolent protests that shook up politics in Armenia in 2018.,2021-09-16,,2021-09-16 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/16/movies/i-am-not-alone-review.html', 'suggested_link_text': 'Read the New York Times Review of I Am Not Alone'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/iamnot1/iamnot1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
207,A La Calle,,0,Nicolas Rapold,"‘A La Calle’ Review: In Venezuela, a Chorus of Discontent",Nelson G. Navarrete and Maxx Caicedo’s documentary is a granular portrait of the country’s political and societal crisis.,2021-09-15,2021-09-15,2021-09-22 22:19:09,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/15/movies/a-la-calle-review.html', 'suggested_link_text': 'Read the New York Times Review of A La Calle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/15/arts/15a-la-calle-1/15a-la-calle-1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
208,Nightbooks,,0,Natalia Winkelman,‘Nightbooks’ Review: A Fairy Tale Horror Fit for Kids,"Genuine scares elevate this modern take on Hansel and Gretel, which follows a bright boy who is held captive in an evil witch’s apartment.",2021-09-15,2021-09-15,2021-09-15 20:31:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/09/15/movies/nightbooks-review-a-fairy-tale-horror-fit-for-kids.html', 'suggested_link_text': 'Read the New York Times Review of Nightbooks'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/09/18/arts/nightbooks1/nightbooks1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
